fecha,Municipio,dia_semana,indicador_movilidad,Casos Covid,indicador_recarga,Clase_socioe
20211127,Cadereyta Jiménez,SABADO,0.9999637519,2,0.653074965,Media
20211128,Cadereyta Jiménez,DOMINGO,1.015392064,3,0.660507439,Media
20211129,Cadereyta Jiménez,LUNES,1.017983811,1,0.734741678,Media
20211130,Cadereyta Jiménez,MARTES,0.9927555675,1,0.772716278,Media
20211201,Cadereyta Jiménez,MIERCOLES,1.150172754,4,0.755300765,Media
20211202,Cadereyta Jiménez,JUEVES,1.070384833,2,0.752337582,Media
20211203,Cadereyta Jiménez,VIERNES,1.054817276,0,0.708013298,Media
20211204,Cadereyta Jiménez,SABADO,1.064968645,7,0.676639525,Media
20211205,Cadereyta Jiménez,DOMINGO,1.082031549,3,0.745806236,Media
20211206,Cadereyta Jiménez,LUNES,1.073900888,4,0.720327913,Media
20211207,Cadereyta Jiménez,MARTES,1.049223114,0,0.737885995,Media
20211208,Cadereyta Jiménez,MIERCOLES,1.081811451,1,0.738843021,Media
20211209,Cadereyta Jiménez,JUEVES,1.055404111,0,0.718493169,Media
20211210,Cadereyta Jiménez,VIERNES,1.047835717,0,0.756803852,Media
20211211,Cadereyta Jiménez,SABADO,1.059410606,3,0.683372257,Media
20211212,Cadereyta Jiménez,DOMINGO,1.069544609,1,0.800290284,Media
20211213,Cadereyta Jiménez,LUNES,1.056686242,0,0.758164047,Media
20211214,Cadereyta Jiménez,MARTES,1.04593019,1,0.817006638,Media
20211215,Cadereyta Jiménez,MIERCOLES,1.049728529,0,0.814109773,Media
20211216,Cadereyta Jiménez,JUEVES,1.043861588,2,0.763978335,Media
20211217,Cadereyta Jiménez,VIERNES,1.040613414,0,0.732958844,Media
20211218,Cadereyta Jiménez,SABADO,1.049986105,5,0.698015948,Media
20211219,Cadereyta Jiménez,DOMINGO,1.022272623,1,0.801630056,Media
20211220,Cadereyta Jiménez,LUNES,1.032268304,3,0.701950363,Media
20211221,Cadereyta Jiménez,MARTES,1.028002049,0,0.740466016,Media
20211222,Cadereyta Jiménez,MIERCOLES,1.059723593,1,0.732918232,Media
20211223,Cadereyta Jiménez,JUEVES,1.04177411,4,0.762684918,Media
20211224,Cadereyta Jiménez,VIERNES,1.051326496,0,0.876028889,Media
20211225,Cadereyta Jiménez,SABADO,0.981839711,4,0.448231606,Media
20211226,Cadereyta Jiménez,DOMINGO,0.9987003389,5,0.584587043,Media
20211227,Cadereyta Jiménez,LUNES,0.9841649676,9,0.697986577,Media
20211228,Cadereyta Jiménez,MARTES,0.9659243359,5,0.719395845,Media
20211229,Cadereyta Jiménez,MIERCOLES,0.9877838105,21,0.724140769,Media
20211230,Cadereyta Jiménez,JUEVES,0.9855350082,22,0.751044165,Media
20211231,Cadereyta Jiménez,VIERNES,1.012566806,11,0.750567465,Media
20220101,Cadereyta Jiménez,SABADO,1.005884272,2,0.515053967,Media
20220102,Cadereyta Jiménez,DOMINGO,1.128793864,2,0.675691518,Media
20220103,Cadereyta Jiménez,LUNES,1.021768591,26,0.646097023,Media
20220104,Cadereyta Jiménez,MARTES,1.014464473,29,0.593834825,Media
20220105,Cadereyta Jiménez,MIERCOLES,1.048494571,39,0.727212881,Media
20220106,Cadereyta Jiménez,JUEVES,1.063017265,49,0.786397564,Media
20220107,Cadereyta Jiménez,VIERNES,1.019427994,56,0.646749971,Media
20220108,Cadereyta Jiménez,SABADO,1.020625159,7,0.68303562,Media
20220109,Cadereyta Jiménez,DOMINGO,1.030299941,10,0.713651715,Media
20220110,Cadereyta Jiménez,LUNES,1.011513057,82,0.731138237,Media
20220111,Cadereyta Jiménez,MARTES,1.08849428,89,0.671665457,Media
20220112,Cadereyta Jiménez,MIERCOLES,1.006169793,99,0.626272047,Media
20220113,Cadereyta Jiménez,JUEVES,1.02507429,98,0.684648756,Media
20220114,Cadereyta Jiménez,VIERNES,1.004742645,108,0.622171271,Media
20220115,Cadereyta Jiménez,SABADO,1.080917801,21,0.679837573,Media
20220116,Cadereyta Jiménez,DOMINGO,1.000611605,8,0.683730148,Media
20220117,Cadereyta Jiménez,LUNES,1.004920214,163,0.697626233,Media
20220118,Cadereyta Jiménez,MARTES,0.9959265312,165,0.640490204,Media
20220119,Cadereyta Jiménez,MIERCOLES,1.022951629,150,0.737306964,Media
20220120,Cadereyta Jiménez,JUEVES,0.9744836563,152,0.698014066,Media
20220121,Cadereyta Jiménez,VIERNES,0.9131397756,108,0.560541098,Media
20220122,Cadereyta Jiménez,SABADO,0.8631876563,23,0.55713354,Media
20220123,Cadereyta Jiménez,DOMINGO,0.8854259575,11,0.706506266,Media
20220124,Cadereyta Jiménez,LUNES,0.9682933083,130,0.620872934,Media
20220125,Cadereyta Jiménez,MARTES,0.9803156329,104,0.702625709,Media
20220126,Cadereyta Jiménez,MIERCOLES,0.9992596249,105,0.579312615,Media
20220127,Cadereyta Jiménez,JUEVES,0.9469780692,86,0.628600684,Media
20220128,Cadereyta Jiménez,VIERNES,0.9446771631,69,0.641614124,Media
20220129,Cadereyta Jiménez,SABADO,0.9765233256,12,0.619411307,Media
20220130,Cadereyta Jiménez,DOMINGO,1.11707143,9,0.750272141,Media
20220131,Cadereyta Jiménez,LUNES,0.9961297569,78,0.73834512,Media
20220201,Cadereyta Jiménez,MARTES,1.05471132,48,0.794216453,Media
20220202,Cadereyta Jiménez,MIERCOLES,1.078232971,50,0.862824698,Media
20220203,Cadereyta Jiménez,JUEVES,1.021513298,37,0.616097653,Media
20220204,Cadereyta Jiménez,VIERNES,0.9762145505,25,0.639779892,Media
20220205,Cadereyta Jiménez,SABADO,1.037661757,2,0.626144038,Media
20220206,Cadereyta Jiménez,DOMINGO,1.03093703,1,0.697574455,Media
20220207,Cadereyta Jiménez,LUNES,0.9409452184,19,0.517814513,Media
20220208,Cadereyta Jiménez,MARTES,1.073005342,33,0.915477438,Media
20220209,Cadereyta Jiménez,MIERCOLES,1.048124383,19,0.76144499,Media
20220210,Cadereyta Jiménez,JUEVES,1.03121393,19,0.618684487,Media
20220211,Cadereyta Jiménez,VIERNES,1.029539217,12,0.621070733,Media
20220212,Cadereyta Jiménez,SABADO,1.093967111,2,0.702897179,Media
20220213,Cadereyta Jiménez,DOMINGO,1.044061059,0,0.593965445,Media
20220214,Cadereyta Jiménez,LUNES,1.065842968,16,0.708076213,Media
20220215,Cadereyta Jiménez,MARTES,1.040685904,10,0.810556586,Media
20220216,Cadereyta Jiménez,MIERCOLES,1.054294176,8,0.769344707,Media
20220217,Cadereyta Jiménez,JUEVES,1.053807805,10,0.75319986,Media
20220218,Cadereyta Jiménez,VIERNES,1.037844865,17,0.593557262,Media
20220219,Cadereyta Jiménez,SABADO,1.031741237,0,0.706936818,Media
20220220,Cadereyta Jiménez,DOMINGO,1.036415993,0,0.609149524,Media
20220221,Cadereyta Jiménez,LUNES,1.039959955,10,0.649520292,Media
20220222,Cadereyta Jiménez,MARTES,1.066175574,11,0.780456341,Media
20220223,Cadereyta Jiménez,MIERCOLES,1.060093781,12,0.737745838,Media
20220224,Cadereyta Jiménez,JUEVES,1.021881677,5,0.550564523,Media
20220225,Cadereyta Jiménez,VIERNES,1.020752082,4,0.554304712,Media
20220226,Cadereyta Jiménez,SABADO,0.9695153631,0,0.622104399,Media
20220227,Cadereyta Jiménez,DOMINGO,0.9914375271,1,0.596198398,Media
20220228,Cadereyta Jiménez,LUNES,1.013222313,5,0.730057205,Media
20220301,Cadereyta Jiménez,MARTES,1.05410152,4,0.881077159,Media
20220302,Cadereyta Jiménez,MIERCOLES,1.075024679,2,0.787777382,Media
20220303,Cadereyta Jiménez,JUEVES,1.058105553,5,0.773032255,Media
20220304,Cadereyta Jiménez,VIERNES,1.041215273,2,0.702143758,Media
20220305,Cadereyta Jiménez,SABADO,1.050106932,1,0.621431126,Media
20220306,Cadereyta Jiménez,DOMINGO,1.052725466,0,0.691768778,Media
20220307,Cadereyta Jiménez,LUNES,1.047529515,1,0.778343318,Media
20220308,Cadereyta Jiménez,MARTES,1.034587897,1,0.706065737,Media
20220309,Cadereyta Jiménez,MIERCOLES,1.040967423,1,0.729407247,Media
20220310,Cadereyta Jiménez,JUEVES,1.029863209,1,0.642397133,Media
20220311,Cadereyta Jiménez,VIERNES,1.028696615,0,0.707646452,Media
20220312,Cadereyta Jiménez,SABADO,1.012771408,2,0.708956637,Media
20220313,Cadereyta Jiménez,DOMINGO,1.012079203,1,0.557345019,Media
20220314,Cadereyta Jiménez,LUNES,1.024210385,2,0.697986577,Media
20220315,Cadereyta Jiménez,MARTES,1.081664512,0,0.826466715,Media
20220316,Cadereyta Jiménez,MIERCOLES,1.114017769,3,0.778561045,Media
20220317,Cadereyta Jiménez,JUEVES,1.080208257,0,0.538923769,Media
20220318,Cadereyta Jiménez,VIERNES,1.094299196,1,0.665092285,Media
20220319,Cadereyta Jiménez,SABADO,1.085630052,3,0.677649435,Media
20220320,Cadereyta Jiménez,DOMINGO,1.08763793,2,0.723030117,Media
20220321,Cadereyta Jiménez,LUNES,0.9358174515,1,0.515652448,Media
20220322,Cadereyta Jiménez,MARTES,1.013610752,0,0.851836921,Media
20220323,Cadereyta Jiménez,MIERCOLES,1.061204344,0,0.701758236,Media
20220324,Cadereyta Jiménez,JUEVES,0.9940077114,0,0.5867802,Media
20220325,Cadereyta Jiménez,VIERNES,0.9930665896,1,0.573747564,Media
20220326,Cadereyta Jiménez,SABADO,0.9952515013,0,0.638262955,Media
20220327,Cadereyta Jiménez,DOMINGO,0.9989551744,0,0.692215368,Media
20220328,Cadereyta Jiménez,LUNES,0.9934437838,0,0.550605829,Media
20220329,Cadereyta Jiménez,MARTES,0.981291314,1,0.673815475,Media
20220330,Cadereyta Jiménez,MIERCOLES,0.9959279368,0,0.764078229,Media
20220331,Cadereyta Jiménez,JUEVES,0.9886048282,1,0.732936326,Media
20220401,Cadereyta Jiménez,VIERNES,1.075039723,1,0.692972601,Media
20220402,Cadereyta Jiménez,SABADO,1.061343837,0,0.60527257,Media
20220403,Cadereyta Jiménez,DOMINGO,1.070691369,0,0.665419935,Media
20220404,Cadereyta Jiménez,LUNES,1.067918493,0,0.636007387,Media
20220405,Cadereyta Jiménez,MARTES,1.050442715,0,0.73358596,Media
20220406,Cadereyta Jiménez,MIERCOLES,1.060587364,0,0.610911485,Media
20220407,Cadereyta Jiménez,JUEVES,1.049264471,0,0.63937916,Media
20220408,Cadereyta Jiménez,VIERNES,1.040733786,0,0.600527342,Media
20220409,Cadereyta Jiménez,SABADO,1.034157776,0,0.568242547,Media
20220410,Cadereyta Jiménez,DOMINGO,1.071455875,0,0.691768778,Media
20220411,Cadereyta Jiménez,LUNES,1.04948295,0,0.639971172,Media
20220412,Cadereyta Jiménez,MARTES,1.031660853,0,0.654895321,Media
20220413,Cadereyta Jiménez,MIERCOLES,1.084155972,0,0.784266396,Media
20220414,Cadereyta Jiménez,JUEVES,1.036002849,0,0.638948021,Media
20220415,Cadereyta Jiménez,VIERNES,1.002575955,0,0.677565058,Media
20220416,Cadereyta Jiménez,SABADO,1.050348586,0,0.531212523,Media
20220417,Cadereyta Jiménez,DOMINGO,1.042532046,0,0.694001731,Media
20220418,Cadereyta Jiménez,LUNES,1.035076367,0,0.645376334,Media
20220419,Cadereyta Jiménez,MARTES,1.010927629,0,0.582224731,Media
20220420,Cadereyta Jiménez,MIERCOLES,1.033810464,0,0.607400499,Media
20220421,Cadereyta Jiménez,JUEVES,1.023846362,0,0.660504972,Media
20220422,Cadereyta Jiménez,VIERNES,1.007631566,0,0.655187436,Media
20220423,Cadereyta Jiménez,SABADO,1.027391467,0,0.640282775,Media
20220424,Cadereyta Jiménez,DOMINGO,1.046864249,0,0.745806236,Media
20220425,Cadereyta Jiménez,LUNES,1.070238197,0,0.763929553,Media
20220426,Cadereyta Jiménez,MARTES,1.041051784,0,0.67080545,Media
20220427,Cadereyta Jiménez,MIERCOLES,1.039486673,1,0.743890062,Media
20220428,Cadereyta Jiménez,JUEVES,1.029372038,0,0.877799035,Media
20220429,Cadereyta Jiménez,VIERNES,1.016659444,0,0.648217356,Media
20220430,Cadereyta Jiménez,SABADO,1.030774622,0,0.674956342,Media
20200102,Cerralvo,JUEVES,0.8389261745,0,2,
20200103,Cerralvo,VIERNES,0.7083333333,0,,
20200104,Cerralvo,SABADO,0.5986394558,0,1.111111111,
20200105,Cerralvo,DOMINGO,0.6176470588,0,0.571428571,
20200106,Cerralvo,LUNES,0.7324364723,0,1.70212766,
20200107,Cerralvo,MARTES,0.7142857143,0,,
20200108,Cerralvo,MIERCOLES,0.7228915663,0,1,
20200109,Cerralvo,JUEVES,0.7046979866,0,1,
20200110,Cerralvo,VIERNES,0.6805555556,0,,
20200111,Cerralvo,SABADO,0.6530612245,0,,
20200112,Cerralvo,DOMINGO,0.6617647059,0,,
20200113,Cerralvo,LUNES,0.7623318386,0,0.340425532,
20200114,Cerralvo,MARTES,0.7653061224,0,,
20200115,Cerralvo,MIERCOLES,0.82616179,0,,
20200116,Cerralvo,JUEVES,0.6879194631,0,1,
20200117,Cerralvo,VIERNES,0.7638888889,0,,
20200118,Cerralvo,SABADO,0.693877551,0,0.555555556,
20200119,Cerralvo,DOMINGO,0.6323529412,0,0.571428571,
20200120,Cerralvo,LUNES,0.7025411061,0,0.85106383,
20200121,Cerralvo,MARTES,0.6802721088,0,,
20200122,Cerralvo,MIERCOLES,0.7228915663,0,,
20200123,Cerralvo,JUEVES,0.6879194631,0,,
20200124,Cerralvo,VIERNES,0.8055555556,0,,
20200125,Cerralvo,SABADO,0.693877551,0,1.111111111,
20200126,Cerralvo,DOMINGO,0.5441176471,0,1.142857143,
20200127,Cerralvo,LUNES,0.7324364723,0,0.85106383,
20200128,Cerralvo,MARTES,0.7482993197,0,,
20200129,Cerralvo,MIERCOLES,0.7228915663,0,1,
20200130,Cerralvo,JUEVES,0.7214765101,0,,
20200131,Cerralvo,VIERNES,0.7916666667,0,,
20200201,Cerralvo,SABADO,0.5578231293,0,1.111111111,
20200202,Cerralvo,DOMINGO,0.5441176471,0,,
20200203,Cerralvo,LUNES,0.6278026906,0,0.85106383,
20200204,Cerralvo,MARTES,0.6462585034,0,,
20200205,Cerralvo,MIERCOLES,0.5851979346,0,,
20200206,Cerralvo,JUEVES,0.7046979866,0,0.5,
20200207,Cerralvo,VIERNES,0.625,0,1,
20200208,Cerralvo,SABADO,0.5578231293,0,,
20200209,Cerralvo,DOMINGO,0.6470588235,0,1.714285714,
20200210,Cerralvo,LUNES,0.553064275,0,1.70212766,
20200211,Cerralvo,MARTES,0.5782312925,0,,
20200212,Cerralvo,MIERCOLES,0.5851979346,0,,
20200213,Cerralvo,JUEVES,0.6711409396,0,,
20200214,Cerralvo,VIERNES,0.5694444444,0,,
20200215,Cerralvo,SABADO,0.5714285714,0,,
20200216,Cerralvo,DOMINGO,0.5882352941,0,,
20200217,Cerralvo,LUNES,0.553064275,0,0.85106383,
20200218,Cerralvo,MARTES,0.5272108844,0,1,
20200219,Cerralvo,MIERCOLES,0.5851979346,0,,
20200220,Cerralvo,JUEVES,0.6040268456,0,0.5,
20200221,Cerralvo,VIERNES,0.5416666667,0,,
20200222,Cerralvo,SABADO,0.5034013605,0,1.111111111,
20200223,Cerralvo,DOMINGO,0.6029411765,0,,
20200224,Cerralvo,LUNES,0.6576980568,0,0.85106383,
20200225,Cerralvo,MARTES,0.612244898,0,,
20200226,Cerralvo,MIERCOLES,0.7056798623,0,,
20200227,Cerralvo,JUEVES,0.6375838926,0,,
20200228,Cerralvo,VIERNES,0.6111111111,0,,
20200229,Cerralvo,SABADO,0.5578231293,0,3.333333333,
20200301,Cerralvo,DOMINGO,0.5147058824,0,0.571428571,
20200302,Cerralvo,LUNES,0.5231689088,0,4.255319149,
20200303,Cerralvo,MARTES,0.4761904762,0,,
20200304,Cerralvo,MIERCOLES,0.430292599,0,,
20200305,Cerralvo,JUEVES,0.5033557047,0,,
20200306,Cerralvo,VIERNES,0.4166666667,0,0.5,
20200307,Cerralvo,SABADO,0.3945578231,0,,
20200308,Cerralvo,DOMINGO,0.3676470588,0,2.857142857,
20200309,Cerralvo,LUNES,0.4185351271,0,,
20200310,Cerralvo,MARTES,0.3911564626,0,0.25,
20200311,Cerralvo,MIERCOLES,0.413080895,0,,
20200312,Cerralvo,JUEVES,0.4194630872,0,,
20200313,Cerralvo,VIERNES,0.4583333333,0,,
20200314,Cerralvo,SABADO,0.4353741497,0,1.111111111,
20200315,Cerralvo,DOMINGO,0.4411764706,0,,
20200316,Cerralvo,LUNES,0.4484304933,0,4.255319149,
20200317,Cerralvo,MARTES,0.4421768707,0,0.25,
20200318,Cerralvo,MIERCOLES,0.4475043029,0,1,
20200319,Cerralvo,JUEVES,0.3523489933,0,,
20200320,Cerralvo,VIERNES,0.3194444444,0,,
20200321,Cerralvo,SABADO,0.3673469388,0,1.111111111,
20200322,Cerralvo,DOMINGO,0.3235294118,0,0.571428571,
20200323,Cerralvo,LUNES,0.3886397608,0,,
20200324,Cerralvo,MARTES,0.4421768707,0,0.55,
20200325,Cerralvo,MIERCOLES,0.4647160069,0,,
20200326,Cerralvo,JUEVES,0.4026845638,0,,
20200327,Cerralvo,VIERNES,0.3194444444,0,,
20200328,Cerralvo,SABADO,0.4081632653,0,,
20200329,Cerralvo,DOMINGO,0.3676470588,0,,
20200330,Cerralvo,LUNES,0.3886397608,0,0.85106383,
20200331,Cerralvo,MARTES,0.4761904762,0,0.25,
20200401,Cerralvo,MIERCOLES,0.4647160069,0,,
20200402,Cerralvo,JUEVES,0.3691275168,0,2,
20200403,Cerralvo,VIERNES,0.4444444444,0,,
20200404,Cerralvo,SABADO,0.3673469388,0,,
20200405,Cerralvo,DOMINGO,0.4117647059,0,1.142857143,
20200406,Cerralvo,LUNES,0.3736920777,0,,
20200407,Cerralvo,MARTES,0.3741496599,0,1,
20200408,Cerralvo,MIERCOLES,0.5335628227,0,0.5,
20200409,Cerralvo,JUEVES,0.4865771812,0,,
20200410,Cerralvo,VIERNES,0.4166666667,0,,
20200411,Cerralvo,SABADO,0.4081632653,0,,
20200412,Cerralvo,DOMINGO,0.4411764706,0,,
20200413,Cerralvo,LUNES,0.4484304933,0,,
20200414,Cerralvo,MARTES,0.5442176871,0,0.25,
20200415,Cerralvo,MIERCOLES,0.4819277108,0,,
20200416,Cerralvo,JUEVES,0.4530201342,0,,
20200417,Cerralvo,VIERNES,0.4583333333,0,1,
20200418,Cerralvo,SABADO,0.5034013605,0,1.111111111,
20200419,Cerralvo,DOMINGO,0.4411764706,0,,
20200420,Cerralvo,LUNES,0.4633781764,0,1.70212766,
20200421,Cerralvo,MARTES,0.5272108844,0,0.25,
20200422,Cerralvo,MIERCOLES,0.4991394148,0,1,
20200423,Cerralvo,JUEVES,0.5201342282,0,,
20200424,Cerralvo,VIERNES,0.4444444444,0,1.1,
20200425,Cerralvo,SABADO,0.4489795918,0,1.111111111,
20200426,Cerralvo,DOMINGO,0.3823529412,0,0.571428571,
20200427,Cerralvo,LUNES,0.4334828102,0,1.70212766,
20200428,Cerralvo,MARTES,0.4761904762,0,0.35,
20200429,Cerralvo,MIERCOLES,0.4647160069,0,,
20200430,Cerralvo,JUEVES,0.5369127517,0,0.5,
20200501,Cerralvo,VIERNES,0.3333333333,0,,
20200502,Cerralvo,SABADO,0.3945578231,0,1.111111111,
20200503,Cerralvo,DOMINGO,0.4705882353,0,0.571428571,
20200504,Cerralvo,LUNES,0.4783258595,0,1.70212766,
20200505,Cerralvo,MARTES,0.425170068,0,0.25,
20200506,Cerralvo,MIERCOLES,0.413080895,0,,
20200507,Cerralvo,JUEVES,0.3355704698,0,,
20200508,Cerralvo,VIERNES,0.3472222222,0,1.5,
20200509,Cerralvo,SABADO,0.3401360544,0,1.111111111,
20200510,Cerralvo,DOMINGO,0.4264705882,0,1.142857143,
20200511,Cerralvo,LUNES,0.3587443946,0,,
20200512,Cerralvo,MARTES,0.4421768707,0,0.25,
20200513,Cerralvo,MIERCOLES,0.4475043029,0,,
20200514,Cerralvo,JUEVES,0.3859060403,0,0.5,
20200515,Cerralvo,VIERNES,0.4722222222,0,,
20200516,Cerralvo,SABADO,0.462585034,0,0.555555556,
20200517,Cerralvo,DOMINGO,0.4411764706,0,,
20200518,Cerralvo,LUNES,0.4484304933,0,,
20200519,Cerralvo,MARTES,0.3911564626,0,0.25,
20200520,Cerralvo,MIERCOLES,0.4475043029,0,2,
20200521,Cerralvo,JUEVES,0.4865771812,0,,
20200522,Cerralvo,VIERNES,0.4444444444,0,,
20200523,Cerralvo,SABADO,0.5306122449,0,,
20200524,Cerralvo,DOMINGO,0.6029411765,0,,
20200525,Cerralvo,LUNES,0.5829596413,0,0.85106383,
20200526,Cerralvo,MARTES,0.5272108844,0,0.5,
20200527,Cerralvo,MIERCOLES,0.4991394148,0,0.5,
20200528,Cerralvo,JUEVES,0.5704697987,0,,
20200529,Cerralvo,VIERNES,0.4861111111,0,,
20200530,Cerralvo,SABADO,0.5578231293,0,,
20200531,Cerralvo,DOMINGO,0.5735294118,0,0.571428571,
20200601,Cerralvo,LUNES,0.4932735426,0,,
20200602,Cerralvo,MARTES,0.5102040816,0,0.5,
20200603,Cerralvo,MIERCOLES,0.5335628227,0,0.5,
20200604,Cerralvo,JUEVES,0.5369127517,2,0.7,
20200605,Cerralvo,VIERNES,0.4861111111,0,,
20200606,Cerralvo,SABADO,0.5034013605,0,0.555555556,
20200607,Cerralvo,DOMINGO,0.5,0,,
20200608,Cerralvo,LUNES,0.4783258595,0,1.70212766,
20200609,Cerralvo,MARTES,0.5952380952,0,0.75,
20200610,Cerralvo,MIERCOLES,0.5851979346,0,1,
20200611,Cerralvo,JUEVES,0.6711409396,0,,
20200612,Cerralvo,VIERNES,0.6111111111,0,,
20200613,Cerralvo,SABADO,0.5170068027,0,2.222222222,
20200614,Cerralvo,DOMINGO,0.4558823529,0,0.571428571,
20200615,Cerralvo,LUNES,0.5829596413,1,,
20200616,Cerralvo,MARTES,0.7142857143,0,,
20200617,Cerralvo,MIERCOLES,0.5679862306,0,0.5,
20200618,Cerralvo,JUEVES,0.5369127517,1,,
20200619,Cerralvo,VIERNES,0.5555555556,0,,
20200620,Cerralvo,SABADO,0.5850340136,1,1.111111111,
20200621,Cerralvo,DOMINGO,0.6029411765,0,0.342857143,
20200622,Cerralvo,LUNES,0.6576980568,0,,
20200623,Cerralvo,MARTES,0.5612244898,0,,
20200624,Cerralvo,MIERCOLES,0.6024096386,1,,
20200625,Cerralvo,JUEVES,0.4697986577,0,2,
20200626,Cerralvo,VIERNES,0.5277777778,1,0.5,
20200627,Cerralvo,SABADO,0.5850340136,0,,
20200628,Cerralvo,DOMINGO,0.5147058824,0,,
20200629,Cerralvo,LUNES,0.5231689088,0,,
20200630,Cerralvo,MARTES,0.7142857143,0,0.25,
20200701,Cerralvo,MIERCOLES,0.7917383821,0,,
20200702,Cerralvo,JUEVES,0.7046979866,0,,
20200703,Cerralvo,VIERNES,0.625,0,0.5,
20200704,Cerralvo,SABADO,0.6530612245,0,,
20200705,Cerralvo,DOMINGO,0.6470588235,0,,
20200706,Cerralvo,LUNES,0.6576980568,1,,
20200707,Cerralvo,MARTES,0.6462585034,0,,
20200708,Cerralvo,MIERCOLES,0.7056798623,0,2,
20200709,Cerralvo,JUEVES,0.6208053691,0,,
20200710,Cerralvo,VIERNES,0.5833333333,0,1,
20200711,Cerralvo,SABADO,0.5714285714,0,0.555555556,
20200712,Cerralvo,DOMINGO,0.5735294118,3,,
20200713,Cerralvo,LUNES,0.6576980568,0,,
20200714,Cerralvo,MARTES,0.731292517,3,,
20200715,Cerralvo,MIERCOLES,0.7745266781,1,,
20200716,Cerralvo,JUEVES,0.788590604,0,,
20200717,Cerralvo,VIERNES,0.625,1,,
20200718,Cerralvo,SABADO,0.5850340136,0,,
20200719,Cerralvo,DOMINGO,0.5588235294,0,0.571428571,
20200720,Cerralvo,LUNES,0.6128550075,0,,
20200721,Cerralvo,MARTES,0.6632653061,1,0.1,
20200722,Cerralvo,MIERCOLES,0.6540447504,1,0.5,
20200723,Cerralvo,JUEVES,0.7382550336,0,,
20200724,Cerralvo,VIERNES,0.625,2,,
20200725,Cerralvo,SABADO,0.4897959184,4,3.333333333,
20200726,Cerralvo,DOMINGO,0.4852941176,0,1.714285714,
20200727,Cerralvo,LUNES,0.4783258595,0,,
20200728,Cerralvo,MARTES,0.612244898,1,,
20200729,Cerralvo,MIERCOLES,0.6540447504,1,,
20200730,Cerralvo,JUEVES,0.6040268456,2,,
20200731,Cerralvo,VIERNES,0.5833333333,0,,
20200801,Cerralvo,SABADO,0.6258503401,0,,
20200802,Cerralvo,DOMINGO,0.6323529412,0,,
20200803,Cerralvo,LUNES,0.5381165919,0,0.85106383,
20200804,Cerralvo,MARTES,0.6802721088,4,,
20200805,Cerralvo,MIERCOLES,0.7056798623,1,,
20200806,Cerralvo,JUEVES,0.7046979866,0,,
20200807,Cerralvo,VIERNES,0.6111111111,0,1,
20200808,Cerralvo,SABADO,0.7074829932,0,,
20200809,Cerralvo,DOMINGO,0.7352941176,0,,
20200810,Cerralvo,LUNES,0.687593423,0,1.872340426,
20200811,Cerralvo,MARTES,0.7142857143,0,0.75,
20200812,Cerralvo,MIERCOLES,0.7745266781,0,,
20200813,Cerralvo,JUEVES,0.6711409396,0,,
20200814,Cerralvo,VIERNES,0.625,0,,
20200815,Cerralvo,SABADO,0.8027210884,0,,
20200816,Cerralvo,DOMINGO,0.75,0,,
20200817,Cerralvo,LUNES,0.7174887892,2,,
20200818,Cerralvo,MARTES,0.7823129252,4,0.25,
20200819,Cerralvo,MIERCOLES,0.6712564544,1,,
20200820,Cerralvo,JUEVES,0.6711409396,0,,
20200821,Cerralvo,VIERNES,0.5694444444,0,,
20200822,Cerralvo,SABADO,0.7210884354,0,,
20200823,Cerralvo,DOMINGO,0.6764705882,1,,
20200824,Cerralvo,LUNES,0.7623318386,2,0.85106383,
20200825,Cerralvo,MARTES,0.9183673469,7,1.15,
20200826,Cerralvo,MIERCOLES,0.7745266781,1,,
20200827,Cerralvo,JUEVES,0.8053691275,4,,
20200828,Cerralvo,VIERNES,0.7777777778,9,1,
20200829,Cerralvo,SABADO,0.8571428571,2,,
20200830,Cerralvo,DOMINGO,0.8823529412,0,,
20200831,Cerralvo,LUNES,0.7623318386,4,3.404255319,
20200901,Cerralvo,MARTES,0.9013605442,3,,
20200902,Cerralvo,MIERCOLES,0.9294320138,3,,
20200903,Cerralvo,JUEVES,0.7382550336,0,0.6,
20200904,Cerralvo,VIERNES,0.625,3,1,
20200905,Cerralvo,SABADO,0.6802721088,0,,
20200906,Cerralvo,DOMINGO,0.6470588235,0,,
20200907,Cerralvo,LUNES,0.822122571,2,1.70212766,
20200908,Cerralvo,MARTES,0.9013605442,4,0.05,
20200909,Cerralvo,MIERCOLES,0.82616179,2,1,
20200910,Cerralvo,JUEVES,0.8053691275,0,,
20200911,Cerralvo,VIERNES,0.6111111111,0,1,
20200912,Cerralvo,SABADO,0.7619047619,0,0.555555556,
20200913,Cerralvo,DOMINGO,0.7794117647,0,0.571428571,
20200914,Cerralvo,LUNES,0.7025411061,3,,
20200915,Cerralvo,MARTES,0.8163265306,0,,
20200916,Cerralvo,MIERCOLES,0.6712564544,0,,
20200917,Cerralvo,JUEVES,0.7046979866,0,0.2,
20200918,Cerralvo,VIERNES,0.6388888889,1,0.2,
20200919,Cerralvo,SABADO,0.7755102041,0,,
20200920,Cerralvo,DOMINGO,0.5882352941,0,0.571428571,
20200921,Cerralvo,LUNES,0.6278026906,1,,
20200922,Cerralvo,MARTES,0.8163265306,0,0.5,
20200923,Cerralvo,MIERCOLES,0.8089500861,0,,
20200924,Cerralvo,JUEVES,0.7382550336,1,,
