fecha,Municipio,dia_semana,indicador_movilidad,Casos Covid,indicador_recarga,PIB
20200210,Cerralvo,LUNES,0.553064275,0,1.70212766,"10,881.00"
20200211,Cerralvo,MARTES,0.5782312925,0,,"10,881.00"
20200212,Cerralvo,MIERCOLES,0.5851979346,0,,"10,881.00"
20200213,Cerralvo,JUEVES,0.6711409396,0,,"10,881.00"
20200214,Cerralvo,VIERNES,0.5694444444,0,,"10,881.00"
20200215,Cerralvo,SABADO,0.5714285714,0,,"10,881.00"
20200216,Cerralvo,DOMINGO,0.5882352941,0,,"10,881.00"
20200217,Cerralvo,LUNES,0.553064275,0,0.85106383,"10,881.00"
20200218,Cerralvo,MARTES,0.5272108844,0,1,"10,881.00"
20200219,Cerralvo,MIERCOLES,0.5851979346,0,,"10,881.00"
20200220,Cerralvo,JUEVES,0.6040268456,0,0.5,"10,881.00"
20200221,Cerralvo,VIERNES,0.5416666667,0,,"10,881.00"
20200222,Cerralvo,SABADO,0.5034013605,0,1.111111111,"10,881.00"
20200223,Cerralvo,DOMINGO,0.6029411765,0,,"10,881.00"
20200224,Cerralvo,LUNES,0.6576980568,0,0.85106383,"10,881.00"
20200225,Cerralvo,MARTES,0.612244898,0,,"10,881.00"
20200226,Cerralvo,MIERCOLES,0.7056798623,0,,"10,881.00"
20200227,Cerralvo,JUEVES,0.6375838926,0,,"10,881.00"
20200228,Cerralvo,VIERNES,0.6111111111,0,,"10,881.00"
20200229,Cerralvo,SABADO,0.5578231293,0,3.333333333,"10,881.00"
20200301,Cerralvo,DOMINGO,0.5147058824,0,0.571428571,"10,881.00"
20200302,Cerralvo,LUNES,0.5231689088,0,4.255319149,"10,881.00"
20200303,Cerralvo,MARTES,0.4761904762,0,,"10,881.00"
20200304,Cerralvo,MIERCOLES,0.430292599,0,,"10,881.00"
20200305,Cerralvo,JUEVES,0.5033557047,0,,"10,881.00"
20200306,Cerralvo,VIERNES,0.4166666667,0,0.5,"10,881.00"
20200307,Cerralvo,SABADO,0.3945578231,0,,"10,881.00"
20200308,Cerralvo,DOMINGO,0.3676470588,0,2.857142857,"10,881.00"
20200309,Cerralvo,LUNES,0.4185351271,0,,"10,881.00"
20200310,Cerralvo,MARTES,0.3911564626,0,0.25,"10,881.00"
20200311,Cerralvo,MIERCOLES,0.413080895,0,,"10,881.00"
20200312,Cerralvo,JUEVES,0.4194630872,0,,"10,881.00"
20200313,Cerralvo,VIERNES,0.4583333333,0,,"10,881.00"
20200314,Cerralvo,SABADO,0.4353741497,0,1.111111111,"10,881.00"
20200315,Cerralvo,DOMINGO,0.4411764706,0,,"10,881.00"
20200316,Cerralvo,LUNES,0.4484304933,0,4.255319149,"10,881.00"
20200317,Cerralvo,MARTES,0.4421768707,0,0.25,"10,881.00"
20200318,Cerralvo,MIERCOLES,0.4475043029,0,1,"10,881.00"
20200319,Cerralvo,JUEVES,0.3523489933,0,,"10,881.00"
20200320,Cerralvo,VIERNES,0.3194444444,0,,"10,881.00"
20200321,Cerralvo,SABADO,0.3673469388,0,1.111111111,"10,881.00"
20200322,Cerralvo,DOMINGO,0.3235294118,0,0.571428571,"10,881.00"
20200323,Cerralvo,LUNES,0.3886397608,0,,"10,881.00"
20200324,Cerralvo,MARTES,0.4421768707,0,0.55,"10,881.00"
20200325,Cerralvo,MIERCOLES,0.4647160069,0,,"10,881.00"
20200326,Cerralvo,JUEVES,0.4026845638,0,,"10,881.00"
20200327,Cerralvo,VIERNES,0.3194444444,0,,"10,881.00"
20200328,Cerralvo,SABADO,0.4081632653,0,,"10,881.00"
20200329,Cerralvo,DOMINGO,0.3676470588,0,,"10,881.00"
20200330,Cerralvo,LUNES,0.3886397608,0,0.85106383,"10,881.00"
20200331,Cerralvo,MARTES,0.4761904762,0,0.25,"10,881.00"
20200401,Cerralvo,MIERCOLES,0.4647160069,0,,"10,881.00"
20200402,Cerralvo,JUEVES,0.3691275168,0,2,"10,881.00"
20200403,Cerralvo,VIERNES,0.4444444444,0,,"10,881.00"
20200404,Cerralvo,SABADO,0.3673469388,0,,"10,881.00"
20200405,Cerralvo,DOMINGO,0.4117647059,0,1.142857143,"10,881.00"
20200406,Cerralvo,LUNES,0.3736920777,0,,"10,881.00"
20200407,Cerralvo,MARTES,0.3741496599,0,1,"10,881.00"
20200408,Cerralvo,MIERCOLES,0.5335628227,0,0.5,"10,881.00"
20200409,Cerralvo,JUEVES,0.4865771812,0,,"10,881.00"
20200410,Cerralvo,VIERNES,0.4166666667,0,,"10,881.00"
20200411,Cerralvo,SABADO,0.4081632653,0,,"10,881.00"
20200412,Cerralvo,DOMINGO,0.4411764706,0,,"10,881.00"
20200413,Cerralvo,LUNES,0.4484304933,0,,"10,881.00"
20200414,Cerralvo,MARTES,0.5442176871,0,0.25,"10,881.00"
20200415,Cerralvo,MIERCOLES,0.4819277108,0,,"10,881.00"
20200416,Cerralvo,JUEVES,0.4530201342,0,,"10,881.00"
20200417,Cerralvo,VIERNES,0.4583333333,0,1,"10,881.00"
20200418,Cerralvo,SABADO,0.5034013605,0,1.111111111,"10,881.00"
20200419,Cerralvo,DOMINGO,0.4411764706,0,,"10,881.00"
20200420,Cerralvo,LUNES,0.4633781764,0,1.70212766,"10,881.00"
20200421,Cerralvo,MARTES,0.5272108844,0,0.25,"10,881.00"
20200422,Cerralvo,MIERCOLES,0.4991394148,0,1,"10,881.00"
20200423,Cerralvo,JUEVES,0.5201342282,0,,"10,881.00"
20200424,Cerralvo,VIERNES,0.4444444444,0,1.1,"10,881.00"
20200425,Cerralvo,SABADO,0.4489795918,0,1.111111111,"10,881.00"
20200426,Cerralvo,DOMINGO,0.3823529412,0,0.571428571,"10,881.00"
20200427,Cerralvo,LUNES,0.4334828102,0,1.70212766,"10,881.00"
20200428,Cerralvo,MARTES,0.4761904762,0,0.35,"10,881.00"
20200429,Cerralvo,MIERCOLES,0.4647160069,0,,"10,881.00"
20200430,Cerralvo,JUEVES,0.5369127517,0,0.5,"10,881.00"
20200501,Cerralvo,VIERNES,0.3333333333,0,,"10,881.00"
20200502,Cerralvo,SABADO,0.3945578231,0,1.111111111,"10,881.00"
20200503,Cerralvo,DOMINGO,0.4705882353,0,0.571428571,"10,881.00"
20200504,Cerralvo,LUNES,0.4783258595,0,1.70212766,"10,881.00"
20200505,Cerralvo,MARTES,0.425170068,0,0.25,"10,881.00"
20200506,Cerralvo,MIERCOLES,0.413080895,0,,"10,881.00"
20200507,Cerralvo,JUEVES,0.3355704698,0,,"10,881.00"
20200508,Cerralvo,VIERNES,0.3472222222,0,1.5,"10,881.00"
20200509,Cerralvo,SABADO,0.3401360544,0,1.111111111,"10,881.00"
20200510,Cerralvo,DOMINGO,0.4264705882,0,1.142857143,"10,881.00"
20200511,Cerralvo,LUNES,0.3587443946,0,,"10,881.00"
20200512,Cerralvo,MARTES,0.4421768707,0,0.25,"10,881.00"
20200513,Cerralvo,MIERCOLES,0.4475043029,0,,"10,881.00"
20200514,Cerralvo,JUEVES,0.3859060403,0,0.5,"10,881.00"
20200515,Cerralvo,VIERNES,0.4722222222,0,,"10,881.00"
20200516,Cerralvo,SABADO,0.462585034,0,0.555555556,"10,881.00"
20200517,Cerralvo,DOMINGO,0.4411764706,0,,"10,881.00"
20200518,Cerralvo,LUNES,0.4484304933,0,,"10,881.00"
20200519,Cerralvo,MARTES,0.3911564626,0,0.25,"10,881.00"
20200520,Cerralvo,MIERCOLES,0.4475043029,0,2,"10,881.00"
20200521,Cerralvo,JUEVES,0.4865771812,0,,"10,881.00"
20200522,Cerralvo,VIERNES,0.4444444444,0,,"10,881.00"
20200523,Cerralvo,SABADO,0.5306122449,0,,"10,881.00"
20200524,Cerralvo,DOMINGO,0.6029411765,0,,"10,881.00"
20200525,Cerralvo,LUNES,0.5829596413,0,0.85106383,"10,881.00"
20200526,Cerralvo,MARTES,0.5272108844,0,0.5,"10,881.00"
20200527,Cerralvo,MIERCOLES,0.4991394148,0,0.5,"10,881.00"
20200528,Cerralvo,JUEVES,0.5704697987,0,,"10,881.00"
20200529,Cerralvo,VIERNES,0.4861111111,0,,"10,881.00"
20200530,Cerralvo,SABADO,0.5578231293,0,,"10,881.00"
20200531,Cerralvo,DOMINGO,0.5735294118,0,0.571428571,"10,881.00"
20200601,Cerralvo,LUNES,0.4932735426,0,,"10,881.00"
20200602,Cerralvo,MARTES,0.5102040816,0,0.5,"10,881.00"
20200603,Cerralvo,MIERCOLES,0.5335628227,0,0.5,"10,881.00"
20200604,Cerralvo,JUEVES,0.5369127517,2,0.7,"10,881.00"
20200605,Cerralvo,VIERNES,0.4861111111,0,,"10,881.00"
20200606,Cerralvo,SABADO,0.5034013605,0,0.555555556,"10,881.00"
20200607,Cerralvo,DOMINGO,0.5,0,,"10,881.00"
20200608,Cerralvo,LUNES,0.4783258595,0,1.70212766,"10,881.00"
20200609,Cerralvo,MARTES,0.5952380952,0,0.75,"10,881.00"
20200610,Cerralvo,MIERCOLES,0.5851979346,0,1,"10,881.00"
20200611,Cerralvo,JUEVES,0.6711409396,0,,"10,881.00"
20200612,Cerralvo,VIERNES,0.6111111111,0,,"10,881.00"
20200613,Cerralvo,SABADO,0.5170068027,0,2.222222222,"10,881.00"
20200614,Cerralvo,DOMINGO,0.4558823529,0,0.571428571,"10,881.00"
20200615,Cerralvo,LUNES,0.5829596413,1,,"10,881.00"
20200616,Cerralvo,MARTES,0.7142857143,0,,"10,881.00"
20200617,Cerralvo,MIERCOLES,0.5679862306,0,0.5,"10,881.00"
20200618,Cerralvo,JUEVES,0.5369127517,1,,"10,881.00"
20200619,Cerralvo,VIERNES,0.5555555556,0,,"10,881.00"
20200620,Cerralvo,SABADO,0.5850340136,1,1.111111111,"10,881.00"
20200621,Cerralvo,DOMINGO,0.6029411765,0,0.342857143,"10,881.00"
20200622,Cerralvo,LUNES,0.6576980568,0,,"10,881.00"
20200623,Cerralvo,MARTES,0.5612244898,0,,"10,881.00"
20200624,Cerralvo,MIERCOLES,0.6024096386,1,,"10,881.00"
20200625,Cerralvo,JUEVES,0.4697986577,0,2,"10,881.00"
20200626,Cerralvo,VIERNES,0.5277777778,1,0.5,"10,881.00"
20200627,Cerralvo,SABADO,0.5850340136,0,,"10,881.00"
20200628,Cerralvo,DOMINGO,0.5147058824,0,,"10,881.00"
20200629,Cerralvo,LUNES,0.5231689088,0,,"10,881.00"
20200630,Cerralvo,MARTES,0.7142857143,0,0.25,"10,881.00"
20200701,Cerralvo,MIERCOLES,0.7917383821,0,,"10,881.00"
20200702,Cerralvo,JUEVES,0.7046979866,0,,"10,881.00"
20200703,Cerralvo,VIERNES,0.625,0,0.5,"10,881.00"
20200704,Cerralvo,SABADO,0.6530612245,0,,"10,881.00"
20200705,Cerralvo,DOMINGO,0.6470588235,0,,"10,881.00"
20200706,Cerralvo,LUNES,0.6576980568,1,,"10,881.00"
20200707,Cerralvo,MARTES,0.6462585034,0,,"10,881.00"
20200708,Cerralvo,MIERCOLES,0.7056798623,0,2,"10,881.00"
20200709,Cerralvo,JUEVES,0.6208053691,0,,"10,881.00"
20200710,Cerralvo,VIERNES,0.5833333333,0,1,"10,881.00"
20200711,Cerralvo,SABADO,0.5714285714,0,0.555555556,"10,881.00"
20200712,Cerralvo,DOMINGO,0.5735294118,3,,"10,881.00"
20200713,Cerralvo,LUNES,0.6576980568,0,,"10,881.00"
20200714,Cerralvo,MARTES,0.731292517,3,,"10,881.00"
20200715,Cerralvo,MIERCOLES,0.7745266781,1,,"10,881.00"
20200716,Cerralvo,JUEVES,0.788590604,0,,"10,881.00"
20200717,Cerralvo,VIERNES,0.625,1,,"10,881.00"
20200718,Cerralvo,SABADO,0.5850340136,0,,"10,881.00"
20200719,Cerralvo,DOMINGO,0.5588235294,0,0.571428571,"10,881.00"
20200720,Cerralvo,LUNES,0.6128550075,0,,"10,881.00"
20200721,Cerralvo,MARTES,0.6632653061,1,0.1,"10,881.00"
20200722,Cerralvo,MIERCOLES,0.6540447504,1,0.5,"10,881.00"
20200723,Cerralvo,JUEVES,0.7382550336,0,,"10,881.00"
20200724,Cerralvo,VIERNES,0.625,2,,"10,881.00"
20200725,Cerralvo,SABADO,0.4897959184,4,3.333333333,"10,881.00"
20200726,Cerralvo,DOMINGO,0.4852941176,0,1.714285714,"10,881.00"
20200727,Cerralvo,LUNES,0.4783258595,0,,"10,881.00"
20200728,Cerralvo,MARTES,0.612244898,1,,"10,881.00"
20200729,Cerralvo,MIERCOLES,0.6540447504,1,,"10,881.00"
20200730,Cerralvo,JUEVES,0.6040268456,2,,"10,881.00"
20200731,Cerralvo,VIERNES,0.5833333333,0,,"10,881.00"
20200801,Cerralvo,SABADO,0.6258503401,0,,"10,881.00"
20200802,Cerralvo,DOMINGO,0.6323529412,0,,"10,881.00"
20200803,Cerralvo,LUNES,0.5381165919,0,0.85106383,"10,881.00"
20200804,Cerralvo,MARTES,0.6802721088,4,,"10,881.00"
20200805,Cerralvo,MIERCOLES,0.7056798623,1,,"10,881.00"
20200806,Cerralvo,JUEVES,0.7046979866,0,,"10,881.00"
20200807,Cerralvo,VIERNES,0.6111111111,0,1,"10,881.00"
20200808,Cerralvo,SABADO,0.7074829932,0,,"10,881.00"
20200809,Cerralvo,DOMINGO,0.7352941176,0,,"10,881.00"
20200810,Cerralvo,LUNES,0.687593423,0,1.872340426,"10,881.00"
20200811,Cerralvo,MARTES,0.7142857143,0,0.75,"10,881.00"
20200812,Cerralvo,MIERCOLES,0.7745266781,0,,"10,881.00"
20200813,Cerralvo,JUEVES,0.6711409396,0,,"10,881.00"
20200814,Cerralvo,VIERNES,0.625,0,,"10,881.00"
20200815,Cerralvo,SABADO,0.8027210884,0,,"10,881.00"
20200816,Cerralvo,DOMINGO,0.75,0,,"10,881.00"
20200817,Cerralvo,LUNES,0.7174887892,2,,"10,881.00"
20200818,Cerralvo,MARTES,0.7823129252,4,0.25,"10,881.00"
20200819,Cerralvo,MIERCOLES,0.6712564544,1,,"10,881.00"
20200820,Cerralvo,JUEVES,0.6711409396,0,,"10,881.00"
20200821,Cerralvo,VIERNES,0.5694444444,0,,"10,881.00"
20200822,Cerralvo,SABADO,0.7210884354,0,,"10,881.00"
20200823,Cerralvo,DOMINGO,0.6764705882,1,,"10,881.00"
20200824,Cerralvo,LUNES,0.7623318386,2,0.85106383,"10,881.00"
20200825,Cerralvo,MARTES,0.9183673469,7,1.15,"10,881.00"
20200826,Cerralvo,MIERCOLES,0.7745266781,1,,"10,881.00"
20200827,Cerralvo,JUEVES,0.8053691275,4,,"10,881.00"
20200828,Cerralvo,VIERNES,0.7777777778,9,1,"10,881.00"
20200829,Cerralvo,SABADO,0.8571428571,2,,"10,881.00"
20200830,Cerralvo,DOMINGO,0.8823529412,0,,"10,881.00"
20200831,Cerralvo,LUNES,0.7623318386,4,3.404255319,"10,881.00"
20200901,Cerralvo,MARTES,0.9013605442,3,,"10,881.00"
20200902,Cerralvo,MIERCOLES,0.9294320138,3,,"10,881.00"
20200903,Cerralvo,JUEVES,0.7382550336,0,0.6,"10,881.00"
20200904,Cerralvo,VIERNES,0.625,3,1,"10,881.00"
20200905,Cerralvo,SABADO,0.6802721088,0,,"10,881.00"
20200906,Cerralvo,DOMINGO,0.6470588235,0,,"10,881.00"
20200907,Cerralvo,LUNES,0.822122571,2,1.70212766,"10,881.00"
20200908,Cerralvo,MARTES,0.9013605442,4,0.05,"10,881.00"
20200909,Cerralvo,MIERCOLES,0.82616179,2,1,"10,881.00"
20200910,Cerralvo,JUEVES,0.8053691275,0,,"10,881.00"
20200911,Cerralvo,VIERNES,0.6111111111,0,1,"10,881.00"
20200912,Cerralvo,SABADO,0.7619047619,0,0.555555556,"10,881.00"
20200913,Cerralvo,DOMINGO,0.7794117647,0,0.571428571,"10,881.00"
20200914,Cerralvo,LUNES,0.7025411061,3,,"10,881.00"
20200915,Cerralvo,MARTES,0.8163265306,0,,"10,881.00"
20200916,Cerralvo,MIERCOLES,0.6712564544,0,,"10,881.00"
20200917,Cerralvo,JUEVES,0.7046979866,0,0.2,"10,881.00"
20200918,Cerralvo,VIERNES,0.6388888889,1,0.2,"10,881.00"
20200919,Cerralvo,SABADO,0.7755102041,0,,"10,881.00"
20200920,Cerralvo,DOMINGO,0.5882352941,0,0.571428571,"10,881.00"
20200921,Cerralvo,LUNES,0.6278026906,1,,"10,881.00"
20200922,Cerralvo,MARTES,0.8163265306,0,0.5,"10,881.00"
20200923,Cerralvo,MIERCOLES,0.8089500861,0,,"10,881.00"
20200924,Cerralvo,JUEVES,0.7382550336,1,,"10,881.00"
20200925,Cerralvo,VIERNES,0.7083333333,0,0.5,"10,881.00"
20200926,Cerralvo,SABADO,0.693877551,0,3.111111111,"10,881.00"
20200927,Cerralvo,DOMINGO,0.6764705882,0,1.142857143,"10,881.00"
20200928,Cerralvo,LUNES,0.7473841555,0,,"10,881.00"
20200929,Cerralvo,MARTES,0.8333333333,2,,"10,881.00"
20200930,Cerralvo,MIERCOLES,0.8605851979,0,,"10,881.00"
20201001,Cerralvo,JUEVES,0.7718120805,0,,"10,881.00"
20201002,Cerralvo,VIERNES,0.6944444444,0,,"10,881.00"
20201003,Cerralvo,SABADO,0.7755102041,0,,"10,881.00"
20201004,Cerralvo,DOMINGO,0.75,0,,"10,881.00"
20201005,Cerralvo,LUNES,0.6128550075,5,,"10,881.00"
20201006,Cerralvo,MARTES,0.7993197279,0,,"10,881.00"
20201007,Cerralvo,MIERCOLES,0.8777969019,0,,"10,881.00"
20201008,Cerralvo,JUEVES,0.8053691275,0,,"10,881.00"
20201009,Cerralvo,VIERNES,0.7083333333,0,,"10,881.00"
20201010,Cerralvo,SABADO,0.7074829932,1,,"10,881.00"
20201011,Cerralvo,DOMINGO,0.8235294118,0,0.342857143,"10,881.00"
20201012,Cerralvo,LUNES,0.8370702541,0,2.212765957,"10,881.00"
20201013,Cerralvo,MARTES,0.8673469388,1,0.25,"10,881.00"
20201014,Cerralvo,MIERCOLES,0.9122203098,1,,"10,881.00"
20201015,Cerralvo,JUEVES,0.788590604,0,,"10,881.00"
20201016,Cerralvo,VIERNES,0.625,0,,"10,881.00"
20201017,Cerralvo,SABADO,0.5850340136,0,,"10,881.00"
20201018,Cerralvo,DOMINGO,0.7058823529,0,,"10,881.00"
20201019,Cerralvo,LUNES,0.6726457399,2,,"10,881.00"
20201020,Cerralvo,MARTES,0.7653061224,1,,"10,881.00"
20201021,Cerralvo,MIERCOLES,0.7401032702,0,,"10,881.00"
20201022,Cerralvo,JUEVES,0.7718120805,0,,"10,881.00"
20201023,Cerralvo,VIERNES,0.6527777778,0,0.5,"10,881.00"
20201024,Cerralvo,SABADO,0.7074829932,0,0.333333333,"10,881.00"
20201025,Cerralvo,DOMINGO,0.6911764706,0,,"10,881.00"
20201026,Cerralvo,LUNES,0.7772795217,0,,"10,881.00"
20201027,Cerralvo,MARTES,0.8673469388,6,,"10,881.00"
20201028,Cerralvo,MIERCOLES,0.843373494,0,1,"10,881.00"
20201029,Cerralvo,JUEVES,0.8053691275,2,1,"10,881.00"
20201030,Cerralvo,VIERNES,0.6666666667,3,0.5,"10,881.00"
20201031,Cerralvo,SABADO,0.7346938776,0,0.333333333,"10,881.00"
20201101,Cerralvo,DOMINGO,0.8088235294,0,,"10,881.00"
20201102,Cerralvo,LUNES,0.7623318386,6,,"10,881.00"
20201103,Cerralvo,MARTES,0.7823129252,4,,"10,881.00"
20201104,Cerralvo,MIERCOLES,0.82616179,3,,"10,881.00"
20201105,Cerralvo,JUEVES,0.6375838926,2,0.5,"10,881.00"
20201106,Cerralvo,VIERNES,0.5972222222,7,,"10,881.00"
20201107,Cerralvo,SABADO,0.6530612245,2,0.555555556,"10,881.00"
20201108,Cerralvo,DOMINGO,0.5735294118,1,0.571428571,"10,881.00"
20201109,Cerralvo,LUNES,0.6278026906,15,0.510638298,"10,881.00"
20201110,Cerralvo,MARTES,0.7482993197,6,,"10,881.00"
20201111,Cerralvo,MIERCOLES,0.82616179,2,,"10,881.00"
20201112,Cerralvo,JUEVES,0.7718120805,10,,"10,881.00"
20201113,Cerralvo,VIERNES,0.75,1,1,"10,881.00"
20201114,Cerralvo,SABADO,0.7891156463,0,,"10,881.00"
20201115,Cerralvo,DOMINGO,0.6911764706,1,,"10,881.00"
20201116,Cerralvo,LUNES,0.6427503737,2,,"10,881.00"
20201117,Cerralvo,MARTES,0.8333333333,6,0.25,"10,881.00"
20201118,Cerralvo,MIERCOLES,0.7573149742,6,,"10,881.00"
20201119,Cerralvo,JUEVES,0.6040268456,0,0.3,"10,881.00"
20201120,Cerralvo,VIERNES,0.5555555556,5,,"10,881.00"
20201121,Cerralvo,SABADO,0.6530612245,0,1.111111111,"10,881.00"
20201122,Cerralvo,DOMINGO,0.6764705882,0,,"10,881.00"
20201123,Cerralvo,LUNES,0.6576980568,3,,"10,881.00"
20201124,Cerralvo,MARTES,0.6802721088,0,0.5,"10,881.00"
20201125,Cerralvo,MIERCOLES,0.7401032702,5,1,"10,881.00"
20201126,Cerralvo,JUEVES,0.6879194631,1,,"10,881.00"
20201127,Cerralvo,VIERNES,0.5972222222,3,1,"10,881.00"
20201128,Cerralvo,SABADO,0.6258503401,0,0.555555556,"10,881.00"
20201129,Cerralvo,DOMINGO,0.6029411765,1,1.371428571,"10,881.00"
20201130,Cerralvo,LUNES,0.7025411061,6,,"10,881.00"
20201201,Cerralvo,MARTES,0.5442176871,2,,"10,881.00"
20201202,Cerralvo,MIERCOLES,0.6712564544,1,0.5,"10,881.00"
20201203,Cerralvo,JUEVES,0.7382550336,5,0.8,"10,881.00"
20201204,Cerralvo,VIERNES,0.6527777778,2,,"10,881.00"
20201205,Cerralvo,SABADO,0.5850340136,0,,"10,881.00"
20201206,Cerralvo,DOMINGO,0.5735294118,0,,"10,881.00"
20201207,Cerralvo,LUNES,0.5231689088,6,,"10,881.00"
20201208,Cerralvo,MARTES,0.7142857143,2,,"10,881.00"
20201209,Cerralvo,MIERCOLES,0.6540447504,2,,"10,881.00"
20201210,Cerralvo,JUEVES,0.6040268456,0,,"10,881.00"
20201211,Cerralvo,VIERNES,0.5138888889,1,1,"10,881.00"
20201212,Cerralvo,SABADO,0.4489795918,0,0.555555556,"10,881.00"
20201213,Cerralvo,DOMINGO,0.5147058824,5,,"10,881.00"
20201214,Cerralvo,LUNES,0.6128550075,0,,"10,881.00"
20201215,Cerralvo,MARTES,0.731292517,3,0.75,"10,881.00"
20201216,Cerralvo,MIERCOLES,0.7745266781,5,,"10,881.00"
20201217,Cerralvo,JUEVES,0.6879194631,2,1.5,"10,881.00"
20201218,Cerralvo,VIERNES,0.5277777778,0,,"10,881.00"
20201219,Cerralvo,SABADO,0.5170068027,0,2,"10,881.00"
20201220,Cerralvo,DOMINGO,0.5882352941,0,,"10,881.00"
20201221,Cerralvo,LUNES,0.6726457399,1,,"10,881.00"
20201222,Cerralvo,MARTES,0.731292517,1,,"10,881.00"
20201223,Cerralvo,MIERCOLES,0.7573149742,5,0.5,"10,881.00"
20201224,Cerralvo,JUEVES,0.6543624161,0,,"10,881.00"
20201225,Cerralvo,VIERNES,0.4305555556,0,,"10,881.00"
20201226,Cerralvo,SABADO,0.462585034,0,0.555555556,"10,881.00"
20201227,Cerralvo,DOMINGO,0.5147058824,0,,"10,881.00"
20201228,Cerralvo,LUNES,0.5082212257,1,1.70212766,"10,881.00"
20201229,Cerralvo,MARTES,0.612244898,2,,"10,881.00"
20201230,Cerralvo,MIERCOLES,0.6540447504,5,,"10,881.00"
20201231,Cerralvo,JUEVES,0.5704697987,6,1,"10,881.00"
20210101,Cerralvo,VIERNES,0.3333333333,0,0.5,"10,881.00"
20210102,Cerralvo,SABADO,0.3537414966,0,1.111111111,"10,881.00"
20210103,Cerralvo,DOMINGO,0.3382352941,2,,"10,881.00"
20210104,Cerralvo,LUNES,0.3886397608,6,,"10,881.00"
20210105,Cerralvo,MARTES,0.4591836735,1,,"10,881.00"
20210106,Cerralvo,MIERCOLES,0.4991394148,2,,"10,881.00"
20210107,Cerralvo,JUEVES,0.4026845638,5,,"10,881.00"
20210108,Cerralvo,VIERNES,0.2916666667,3,,"10,881.00"
20210109,Cerralvo,SABADO,0.2721088435,1,0.555555556,"10,881.00"
20210110,Cerralvo,DOMINGO,0.2647058824,1,,"10,881.00"
20210111,Cerralvo,LUNES,0.3736920777,7,1.70212766,"10,881.00"
20210112,Cerralvo,MARTES,0.3741496599,1,,"10,881.00"
20210113,Cerralvo,MIERCOLES,0.413080895,4,,"10,881.00"
20210114,Cerralvo,JUEVES,0.4194630872,1,,"10,881.00"
20210115,Cerralvo,VIERNES,0.3472222222,1,1.4,"10,881.00"
20210116,Cerralvo,SABADO,0.3401360544,1,,"10,881.00"
20210117,Cerralvo,DOMINGO,0.3676470588,0,0.571428571,"10,881.00"
20210118,Cerralvo,LUNES,0.3886397608,3,0.85106383,"10,881.00"
20210119,Cerralvo,MARTES,0.3571428571,0,0.5,"10,881.00"
20210120,Cerralvo,MIERCOLES,0.430292599,1,,"10,881.00"
20210121,Cerralvo,JUEVES,0.4362416107,1,,"10,881.00"
20210122,Cerralvo,VIERNES,0.3055555556,0,0.2,"10,881.00"
20210123,Cerralvo,SABADO,0.2585034014,0,,"10,881.00"
20210124,Cerralvo,DOMINGO,0.2647058824,0,0.8,"10,881.00"
20210125,Cerralvo,LUNES,0.3288490284,0,1.70212766,"10,881.00"
20210126,Cerralvo,MARTES,0.3741496599,1,,"10,881.00"
20210127,Cerralvo,MIERCOLES,0.395869191,0,,"10,881.00"
20210128,Cerralvo,JUEVES,0.4026845638,3,,"10,881.00"
20210129,Cerralvo,VIERNES,0.3055555556,0,0.5,"10,881.00"
20210130,Cerralvo,SABADO,0.2993197279,0,0.111111111,"10,881.00"
20210131,Cerralvo,DOMINGO,0.2794117647,0,,"10,881.00"
20210201,Cerralvo,LUNES,0.134529148,0,1.70212766,"10,881.00"
20210202,Cerralvo,MARTES,0.2040816327,1,,"10,881.00"
20210203,Cerralvo,MIERCOLES,0.1549053356,1,1,"10,881.00"
20210204,Cerralvo,JUEVES,0.1677852349,0,,"10,881.00"
20210205,Cerralvo,VIERNES,0.1805555556,0,0.5,"10,881.00"
20210206,Cerralvo,SABADO,0.1632653061,0,,"10,881.00"
20210207,Cerralvo,DOMINGO,0.1470588235,0,1.142857143,"10,881.00"
20210208,Cerralvo,LUNES,0.134529148,0,,"10,881.00"
20210209,Cerralvo,MARTES,0.2380952381,0,0.25,"10,881.00"
20210210,Cerralvo,MIERCOLES,0.2409638554,0,0.5,"10,881.00"
20210211,Cerralvo,JUEVES,0.2516778523,0,,"10,881.00"
20210212,Cerralvo,VIERNES,0.1527777778,1,3,"10,881.00"
20210213,Cerralvo,SABADO,0.1496598639,0,0.555555556,"10,881.00"
20210214,Cerralvo,DOMINGO,0.1029411765,0,0.571428571,"10,881.00"
20210215,Cerralvo,LUNES,0.1494768311,0,,"10,881.00"
20210216,Cerralvo,MARTES,0.1360544218,0,0.5,"10,881.00"
20210217,Cerralvo,MIERCOLES,0.1721170396,0,0.5,"10,881.00"
20210218,Cerralvo,JUEVES,0.1342281879,1,1.2,"10,881.00"
20210219,Cerralvo,VIERNES,0.09722222222,0,,"10,881.00"
20210220,Cerralvo,SABADO,0.1768707483,0,0.555555556,"10,881.00"
20210221,Cerralvo,DOMINGO,0.1470588235,0,0.571428571,"10,881.00"
20210222,Cerralvo,LUNES,0.134529148,1,,"10,881.00"
20210223,Cerralvo,MARTES,0.2210884354,0,0.5,"10,881.00"
20210224,Cerralvo,MIERCOLES,0.1893287435,0,,"10,881.00"
20210225,Cerralvo,JUEVES,0.1677852349,0,,"10,881.00"
20210226,Cerralvo,VIERNES,0.1111111111,1,,"10,881.00"
